#old_id	new_id
evm.model.jcf7180008122183.1	CcGene_28186
evm.model.jcf7180008122193.1	CcGene_28187
evm.model.jcf7180008122193.2	CcGene_28188
evm.model.jcf7180008122193.3	CcGene_28189
evm.model.jcf7180008122205.1	CcGene_28190
evm.model.jcf7180008122207.1	CcGene_28191
evm.model.jcf7180008122208.1	CcGene_28192
evm.model.jcf7180008122208.2	CcGene_28193
evm.model.jcf7180008122216.1	CcGene_28194
evm.model.jcf7180008122216.2	CcGene_28195
evm.model.jcf7180008122216.3	CcGene_28196
evm.model.jcf7180008122216.4	CcGene_28197
evm.model.jcf7180008122219.1	CcGene_28198
evm.model.jcf7180008122225.1	CcGene_28199
evm.model.jcf7180008122225.2	CcGene_28200
evm.model.jcf7180008122225.3	CcGene_28201
evm.model.jcf7180008122225.4	CcGene_28202
evm.model.jcf7180008122225.5	CcGene_28203
evm.model.jcf7180008122225.6	CcGene_28204
evm.model.jcf7180008122225.7	CcGene_28205
evm.model.jcf7180008122225.8	CcGene_28206
evm.model.jcf7180008122225.9	CcGene_28207
evm.model.jcf7180008122229.1	CcGene_28208
evm.model.jcf7180008122230.1	CcGene_28209
evm.model.jcf7180008122230.2	CcGene_28210
evm.model.jcf7180008122233.1	CcGene_28211
evm.model.jcf7180008122251.1	CcGene_28212
evm.model.jcf7180008122260.1	CcGene_28213
evm.model.jcf7180008122263.1	CcGene_28214
evm.model.jcf7180008122263.2	CcGene_28215
evm.model.jcf7180008122271.1	CcGene_28216
evm.model.jcf7180008122278.1	CcGene_28217
evm.model.jcf7180008122278.2	CcGene_28218
evm.model.jcf7180008122278.3	CcGene_28219
evm.model.jcf7180008122278.4	CcGene_28220
evm.model.jcf7180008122278.5	CcGene_28221
evm.model.jcf7180008122278.6	CcGene_28222
evm.model.jcf7180008122278.7	CcGene_28223
evm.model.jcf7180008122282.1	CcGene_28224
evm.model.jcf7180008122285.1	CcGene_28225
evm.model.jcf7180008122285.2	CcGene_28226
evm.model.jcf7180008122294.1	CcGene_28227
evm.model.jcf7180008122294.2	CcGene_28228
evm.model.jcf7180008122294.3	CcGene_28229
evm.model.jcf7180008122294.4	CcGene_28230
evm.model.jcf7180008122294.5	CcGene_28231
evm.model.jcf7180008122304.1	CcGene_28232
evm.model.jcf7180008122308.1	CcGene_28233
evm.model.jcf7180008122308.2	CcGene_28234
evm.model.jcf7180008122328.1	CcGene_28235
evm.model.jcf7180008122334.1	CcGene_28236
evm.model.jcf7180008122342.1	CcGene_28237
evm.model.jcf7180008122346.1	CcGene_28238
evm.model.jcf7180008122346.2	CcGene_28239
evm.model.jcf7180008122346.3	CcGene_28240
evm.model.jcf7180008122346.4	CcGene_28241
evm.model.jcf7180008122346.5	CcGene_28242
evm.model.jcf7180008122353.1	CcGene_28243
evm.model.jcf7180008122353.2	CcGene_28244
evm.model.jcf7180008122354.1	CcGene_28245
evm.model.jcf7180008122354.2	CcGene_28246
evm.model.jcf7180008122399.1	CcGene_28247
evm.model.jcf7180008122403.1	CcGene_28248
evm.model.jcf7180008122403.2	CcGene_28249
evm.model.jcf7180008122407.1	CcGene_28250
evm.model.jcf7180008122423.1	CcGene_28251
evm.model.jcf7180008122428.1	CcGene_28252
evm.model.jcf7180008122428.2	CcGene_28253
evm.model.jcf7180008122428.3	CcGene_28254
evm.model.jcf7180008122428.4	CcGene_28255
evm.model.jcf7180008122432.1	CcGene_28256
evm.model.jcf7180008122432.2	CcGene_28257
evm.model.jcf7180008122446.1	CcGene_28258
evm.model.jcf7180008122449.1	CcGene_28259
evm.model.jcf7180008122450.1	CcGene_28260
evm.model.jcf7180008122457.1	CcGene_28261
evm.model.jcf7180008122459.1	CcGene_28262
evm.model.jcf7180008122471.1	CcGene_28263
evm.model.jcf7180008122495.1	CcGene_28264
evm.model.jcf7180008122503.1	CcGene_28265
evm.model.jcf7180008122503.2	CcGene_28266
evm.model.jcf7180008122503.3	CcGene_28267
evm.model.jcf7180008122523.1	CcGene_28268
evm.model.jcf7180008122526.1	CcGene_28269
evm.model.jcf7180008122526.2	CcGene_28270
evm.model.jcf7180008122534.1	CcGene_28271
evm.model.jcf7180008122534.2	CcGene_28272
evm.model.jcf7180008122542.1	CcGene_28273
evm.model.jcf7180008122543.1	CcGene_28274
evm.model.jcf7180008122558.1	CcGene_28275
evm.model.jcf7180008122558.2	CcGene_28276
evm.model.jcf7180008122559.1	CcGene_28277
evm.model.jcf7180008122559.2	CcGene_28278
evm.model.jcf7180008122559.3	CcGene_28279
evm.model.jcf7180008122562.1	CcGene_28280
evm.model.jcf7180008122574.1	CcGene_28281
evm.model.jcf7180008122589.1	CcGene_28282
evm.model.jcf7180008122589.2	CcGene_28283
evm.model.jcf7180008122589.3	CcGene_28284
evm.model.jcf7180008122589.4	CcGene_28285
evm.model.jcf7180008122589.5	CcGene_28286
evm.model.jcf7180008122598.1	CcGene_28287
evm.model.jcf7180008122607.1	CcGene_28288
evm.model.jcf7180008122610.1	CcGene_28289
evm.model.jcf7180008122617.1	CcGene_28290
evm.model.jcf7180008122617.2	CcGene_28291
evm.model.jcf7180008122634.1	CcGene_28292
evm.model.jcf7180008122634.2	CcGene_28293
evm.model.jcf7180008122634.3	CcGene_28294
evm.model.jcf7180008122634.4	CcGene_28295
evm.model.jcf7180008122643.1	CcGene_28296
evm.model.jcf7180008122643.2	CcGene_28297
evm.model.jcf7180008122643.3	CcGene_28298
evm.model.jcf7180008122649.1	CcGene_28299
evm.model.jcf7180008122663.1	CcGene_28300
evm.model.jcf7180008122665.1	CcGene_28301
evm.model.jcf7180008122666.1	CcGene_28302
evm.model.jcf7180008122668.1	CcGene_28303
evm.model.jcf7180008122671.1	CcGene_28304
evm.model.jcf7180008122674.1	CcGene_28305
evm.model.jcf7180008122674.2	CcGene_28306
evm.model.jcf7180008122674.3	CcGene_28307
evm.model.jcf7180008122674.4	CcGene_28308
evm.model.jcf7180008122675.1	CcGene_28309
evm.model.jcf7180008122678.1	CcGene_28310
evm.model.jcf7180008122680.1	CcGene_28311
evm.model.jcf7180008122688.1	CcGene_28312
evm.model.jcf7180008122703.1	CcGene_28313
evm.model.jcf7180008122703.2	CcGene_28314
evm.model.jcf7180008122708.1	CcGene_28315
evm.model.jcf7180008122711.1	CcGene_28316
evm.model.jcf7180008122719.1	CcGene_28317
evm.model.jcf7180008122720.1	CcGene_28318
evm.model.jcf7180008122720.2	CcGene_28319
evm.model.jcf7180008122720.3	CcGene_28320
evm.model.jcf7180008122720.4	CcGene_28321
evm.model.jcf7180008122720.5	CcGene_28322
evm.model.jcf7180008122720.6	CcGene_28323
evm.model.jcf7180008122742.1	CcGene_28324
evm.model.jcf7180008122746.1	CcGene_28325
evm.model.jcf7180008122746.2	CcGene_28326
evm.model.jcf7180008122751.1	CcGene_28327
evm.model.jcf7180008122751.2	CcGene_28328
evm.model.jcf7180008122751.3	CcGene_28329
evm.model.jcf7180008122751.4	CcGene_28330
evm.model.jcf7180008122751.5	CcGene_28331
evm.model.jcf7180008122764.1	CcGene_28332
evm.model.jcf7180008122764.2	CcGene_28333
evm.model.jcf7180008122764.3	CcGene_28334
evm.model.jcf7180008122779.1	CcGene_28335
evm.model.jcf7180008122779.2	CcGene_28336
evm.model.jcf7180008122779.3	CcGene_28337
evm.model.jcf7180008122779.4	CcGene_28338
evm.model.jcf7180008122779.5	CcGene_28339
evm.model.jcf7180008122780.1	CcGene_28340
evm.model.jcf7180008122780.2	CcGene_28341
evm.model.jcf7180008122786.1	CcGene_28342
evm.model.jcf7180008122786.2	CcGene_28343
evm.model.jcf7180008122800.1	CcGene_28344
evm.model.jcf7180008122800.10	CcGene_28345
evm.model.jcf7180008122800.11	CcGene_28346
evm.model.jcf7180008122800.2	CcGene_28347
evm.model.jcf7180008122800.3	CcGene_28348
evm.model.jcf7180008122800.4	CcGene_28349
evm.model.jcf7180008122800.5	CcGene_28350
evm.model.jcf7180008122800.6	CcGene_28351
evm.model.jcf7180008122800.7	CcGene_28352
evm.model.jcf7180008122800.8	CcGene_28353
evm.model.jcf7180008122800.9	CcGene_28354
evm.model.jcf7180008122802.1	CcGene_28355
evm.model.jcf7180008122802.2	CcGene_28356
evm.model.jcf7180008122821.1	CcGene_28357
evm.model.jcf7180008122852.1	CcGene_28358
evm.model.jcf7180008122852.2	CcGene_28359
evm.model.jcf7180008122855.1	CcGene_28360
evm.model.jcf7180008122855.2	CcGene_28361
evm.model.jcf7180008122860.1	CcGene_28362
evm.model.jcf7180008122864.1	CcGene_28363
evm.model.jcf7180008122879.1	CcGene_28364
evm.model.jcf7180008122905.1	CcGene_28365
evm.model.jcf7180008122909.1	CcGene_28366
evm.model.jcf7180008122912.1	CcGene_28367
evm.model.jcf7180008122931.1	CcGene_28368
evm.model.jcf7180008122934.1	CcGene_28369
evm.model.jcf7180008122942.1	CcGene_28370
evm.model.jcf7180008122942.2	CcGene_28371
evm.model.jcf7180008122942.3	CcGene_28372
evm.model.jcf7180008122942.4	CcGene_28373
evm.model.jcf7180008122945.1	CcGene_28374
evm.model.jcf7180008122947.1	CcGene_28375
evm.model.jcf7180008122947.2	CcGene_28376
evm.model.jcf7180008122951.1	CcGene_28377
evm.model.jcf7180008122951.2	CcGene_28378
evm.model.jcf7180008122951.3	CcGene_28379
evm.model.jcf7180008122953.1	CcGene_28380
evm.model.jcf7180008122953.2	CcGene_28381
evm.model.jcf7180008122953.3	CcGene_28382
evm.model.jcf7180008122953.4	CcGene_28383
evm.model.jcf7180008122956.1	CcGene_28384
evm.model.jcf7180008122956.2	CcGene_28385
evm.model.jcf7180008122956.3	CcGene_28386
evm.model.jcf7180008122961.1	CcGene_28387
evm.model.jcf7180008122961.2	CcGene_28388
evm.model.jcf7180008122980.1	CcGene_28389
evm.model.jcf7180008123015.1	CcGene_28390
evm.model.jcf7180008123015.2	CcGene_28391
evm.model.jcf7180008123015.3	CcGene_28392
evm.model.jcf7180008123015.4	CcGene_28393
evm.model.jcf7180008123015.5	CcGene_28394
evm.model.jcf7180008123015.6	CcGene_28395
evm.model.jcf7180008123026.1	CcGene_28396
evm.model.jcf7180008123026.2	CcGene_28397
evm.model.jcf7180008123026.3	CcGene_28398
evm.model.jcf7180008123026.4	CcGene_28399
evm.model.jcf7180008123029.1	CcGene_28400
evm.model.jcf7180008123032.1	CcGene_28401
evm.model.jcf7180008123032.2	CcGene_28402
evm.model.jcf7180008123032.3	CcGene_28403
evm.model.jcf7180008123044.1	CcGene_28404
evm.model.jcf7180008123044.2	CcGene_28405
evm.model.jcf7180008123046.1	CcGene_28406
evm.model.jcf7180008123060.1	CcGene_28407
evm.model.jcf7180008123060.2	CcGene_28408
evm.model.jcf7180008123060.3	CcGene_28409
evm.model.jcf7180008123060.4	CcGene_28410
evm.model.jcf7180008123061.1	CcGene_28411
evm.model.jcf7180008123061.10	CcGene_28412
evm.model.jcf7180008123061.11	CcGene_28413
evm.model.jcf7180008123061.2	CcGene_28414
evm.model.jcf7180008123061.3	CcGene_28415
evm.model.jcf7180008123061.4	CcGene_28416
evm.model.jcf7180008123061.5	CcGene_28417
evm.model.jcf7180008123061.6	CcGene_28418
evm.model.jcf7180008123061.7	CcGene_28419
evm.model.jcf7180008123061.8	CcGene_28420
evm.model.jcf7180008123061.9	CcGene_28421
evm.model.jcf7180008123069.1	CcGene_28422
evm.model.jcf7180008123069.2	CcGene_28423
evm.model.jcf7180008123069.3	CcGene_28424
evm.model.jcf7180008123071.1	CcGene_28425
evm.model.jcf7180008123073.1	CcGene_28426
evm.model.jcf7180008123074.1	CcGene_28427
evm.model.jcf7180008123077.1	CcGene_28428
evm.model.jcf7180008123079.1	CcGene_28429
evm.model.jcf7180008123082.1	CcGene_28430
evm.model.jcf7180008123083.1	CcGene_28431
evm.model.jcf7180008123095.1	CcGene_28432
evm.model.jcf7180008123095.2	CcGene_28433
evm.model.jcf7180008123100.1	CcGene_28434
evm.model.jcf7180008123100.2	CcGene_28435
evm.model.jcf7180008123104.1	CcGene_28436
evm.model.jcf7180008123105.1	CcGene_28437
evm.model.jcf7180008123106.1	CcGene_28438
evm.model.jcf7180008123106.2	CcGene_28439
evm.model.jcf7180008123106.3	CcGene_28440
evm.model.jcf7180008123106.4	CcGene_28441
evm.model.jcf7180008123114.1	CcGene_28442
evm.model.jcf7180008123117.1	CcGene_28443
evm.model.jcf7180008123127.1	CcGene_28444
evm.model.jcf7180008123127.2	CcGene_28445
evm.model.jcf7180008123166.1	CcGene_28446
evm.model.jcf7180008123174.1	CcGene_28447
evm.model.jcf7180008123174.2	CcGene_28448
evm.model.jcf7180008123180.1	CcGene_28449
evm.model.jcf7180008123186.1	CcGene_28450
evm.model.jcf7180008123193.1	CcGene_28451
evm.model.jcf7180008123197.1	CcGene_28452
evm.model.jcf7180008123210.1	CcGene_28453
evm.model.jcf7180008123211.1	CcGene_28454
evm.model.jcf7180008123221.1	CcGene_28455
evm.model.jcf7180008123221.2	CcGene_28456
evm.model.jcf7180008123221.3	CcGene_28457
evm.model.jcf7180008123221.4	CcGene_28458
evm.model.jcf7180008123221.5	CcGene_28459
evm.model.jcf7180008123222.1	CcGene_28460
evm.model.jcf7180008123222.2	CcGene_28461
evm.model.jcf7180008123229.1	CcGene_28462
evm.model.jcf7180008123230.1	CcGene_28463
evm.model.jcf7180008123233.1	CcGene_28464
evm.model.jcf7180008123239.1	CcGene_28465
evm.model.jcf7180008123244.1	CcGene_28466
evm.model.jcf7180008123249.1	CcGene_28467
evm.model.jcf7180008123252.1	CcGene_28468
evm.model.jcf7180008123268.1	CcGene_28469
evm.model.jcf7180008123268.2	CcGene_28470
evm.model.jcf7180008123285.1	CcGene_28471
evm.model.jcf7180008123285.2	CcGene_28472
evm.model.jcf7180008123295.1	CcGene_28473
evm.model.jcf7180008123300.1	CcGene_28474
evm.model.jcf7180008123300.2	CcGene_28475
evm.model.jcf7180008123300.3	CcGene_28476
evm.model.jcf7180008123341.1	CcGene_28477
evm.model.jcf7180008123341.2	CcGene_28478
evm.model.jcf7180008123341.3	CcGene_28479
evm.model.jcf7180008123367.1	CcGene_28480
evm.model.jcf7180008123369.1	CcGene_28481
evm.model.jcf7180008123369.2	CcGene_28482
evm.model.jcf7180008123376.1	CcGene_28483
evm.model.jcf7180008123376.2	CcGene_28484
evm.model.jcf7180008123376.3	CcGene_28485
evm.model.jcf7180008123381.1	CcGene_28486
evm.model.jcf7180008123381.2	CcGene_28487
evm.model.jcf7180008123381.3	CcGene_28488
evm.model.jcf7180008123391.1	CcGene_28489
evm.model.jcf7180008123391.2	CcGene_28490
evm.model.jcf7180008123391.3	CcGene_28491
evm.model.jcf7180008123391.4	CcGene_28492
evm.model.jcf7180008123391.5	CcGene_28493
evm.model.jcf7180008123391.6	CcGene_28494
evm.model.jcf7180008123391.7	CcGene_28495
evm.model.jcf7180008123400.1	CcGene_28496
evm.model.jcf7180008123400.2	CcGene_28497
evm.model.jcf7180008123400.3	CcGene_28498
evm.model.jcf7180008123400.4	CcGene_28499
evm.model.jcf7180008123400.5	CcGene_28500
evm.model.jcf7180008123400.6	CcGene_28501
evm.model.jcf7180008123400.7	CcGene_28502
evm.model.jcf7180008123403.1	CcGene_28503
evm.model.jcf7180008123425.1	CcGene_28504
evm.model.jcf7180008123425.2	CcGene_28505
evm.model.jcf7180008123427.1	CcGene_28506
evm.model.jcf7180008123427.2	CcGene_28507
evm.model.jcf7180008123427.3	CcGene_28508
evm.model.jcf7180008123429.1	CcGene_28509
evm.model.jcf7180008123441.1	CcGene_28510
evm.model.jcf7180008123441.2	CcGene_28511
evm.model.jcf7180008123441.3	CcGene_28512
evm.model.jcf7180008123441.4	CcGene_28513
evm.model.jcf7180008123450.1	CcGene_28514
evm.model.jcf7180008123452.1	CcGene_28515
evm.model.jcf7180008123452.2	CcGene_28516
evm.model.jcf7180008123452.3	CcGene_28517
evm.model.jcf7180008123452.4	CcGene_28518
evm.model.jcf7180008123452.5	CcGene_28519
evm.model.jcf7180008123456.1	CcGene_28520
evm.model.jcf7180008123456.2	CcGene_28521
evm.model.jcf7180008123456.3	CcGene_28522
evm.model.jcf7180008123477.1	CcGene_28523
evm.model.jcf7180008123477.2	CcGene_28524
evm.model.jcf7180008123478.1	CcGene_28525
evm.model.jcf7180008123482.1	CcGene_28526
evm.model.jcf7180008123482.2	CcGene_28527
evm.model.jcf7180008123482.3	CcGene_28528
evm.model.jcf7180008123489.1	CcGene_28529
evm.model.jcf7180008123492.1	CcGene_28530
evm.model.jcf7180008123520.1	CcGene_28531
evm.model.jcf7180008123531.1	CcGene_28532
evm.model.jcf7180008123541.1	CcGene_28533
evm.model.jcf7180008123541.2	CcGene_28534
evm.model.jcf7180008123541.3	CcGene_28535
evm.model.jcf7180008123544.1	CcGene_28536
evm.model.jcf7180008123544.2	CcGene_28537
evm.model.jcf7180008123550.1	CcGene_28538
evm.model.jcf7180008123550.2	CcGene_28539
evm.model.jcf7180008123569.1	CcGene_28540
evm.model.jcf7180008123570.1	CcGene_28541
evm.model.jcf7180008123570.2	CcGene_28542
evm.model.jcf7180008123570.3	CcGene_28543
evm.model.jcf7180008123570.4	CcGene_28544
evm.model.jcf7180008123570.5	CcGene_28545
evm.model.jcf7180008123575.1	CcGene_28546
evm.model.jcf7180008123579.1	CcGene_28547
evm.model.jcf7180008123599.1	CcGene_28548
evm.model.jcf7180008123599.2	CcGene_28549
evm.model.jcf7180008123599.3	CcGene_28550
evm.model.jcf7180008123599.4	CcGene_28551
evm.model.jcf7180008123599.5	CcGene_28552
evm.model.jcf7180008123601.1	CcGene_28553
evm.model.jcf7180008123601.2	CcGene_28554
evm.model.jcf7180008123601.3	CcGene_28555
evm.model.jcf7180008123608.1	CcGene_28556
evm.model.jcf7180008123615.1	CcGene_28557
evm.model.jcf7180008123615.2	CcGene_28558
evm.model.jcf7180008123625.1	CcGene_28559
evm.model.jcf7180008123627.1	CcGene_28560
evm.model.jcf7180008123627.2	CcGene_28561
evm.model.jcf7180008123628.1	CcGene_28562
evm.model.jcf7180008123628.2	CcGene_28563
evm.model.jcf7180008123628.3	CcGene_28564
evm.model.jcf7180008123630.1	CcGene_28565
evm.model.jcf7180008123638.1	CcGene_28566
evm.model.jcf7180008123639.1	CcGene_28567
evm.model.jcf7180008123639.2	CcGene_28568
evm.model.jcf7180008123651.1	CcGene_28569
evm.model.jcf7180008123653.1	CcGene_28570
evm.model.jcf7180008123656.1	CcGene_28571
evm.model.jcf7180008123658.1	CcGene_28572
evm.model.jcf7180008123658.2	CcGene_28573
evm.model.jcf7180008123658.3	CcGene_28574
evm.model.jcf7180008123661.1	CcGene_28575
evm.model.jcf7180008123671.1	CcGene_28576
evm.model.jcf7180008123671.2	CcGene_28577
evm.model.jcf7180008123671.3	CcGene_28578
evm.model.jcf7180008123687.1	CcGene_28579
evm.model.jcf7180008123694.1	CcGene_28580
evm.model.jcf7180008123708.1	CcGene_28581
evm.model.jcf7180008123712.1	CcGene_28582
evm.model.jcf7180008123712.2	CcGene_28583
evm.model.jcf7180008123720.1	CcGene_28584
evm.model.jcf7180008123720.2	CcGene_28585
evm.model.jcf7180008123720.3	CcGene_28586
evm.model.jcf7180008123720.4	CcGene_28587
evm.model.jcf7180008123720.5	CcGene_28588
evm.model.jcf7180008123723.1	CcGene_28589
evm.model.jcf7180008123723.10	CcGene_28590
evm.model.jcf7180008123723.2	CcGene_28591
evm.model.jcf7180008123723.3	CcGene_28592
evm.model.jcf7180008123723.4	CcGene_28593
evm.model.jcf7180008123723.5	CcGene_28594
evm.model.jcf7180008123723.6	CcGene_28595
evm.model.jcf7180008123723.7	CcGene_28596
evm.model.jcf7180008123723.8	CcGene_28597
evm.model.jcf7180008123723.9	CcGene_28598
evm.model.jcf7180008123725.1	CcGene_28599
evm.model.jcf7180008123738.1	CcGene_28600
evm.model.jcf7180008123742.1	CcGene_28601
evm.model.jcf7180008123745.1	CcGene_28602
evm.model.jcf7180008123753.1	CcGene_28603
evm.model.jcf7180008123754.1	CcGene_28604
evm.model.jcf7180008123754.2	CcGene_28605
evm.model.jcf7180008123766.1	CcGene_28606
evm.model.jcf7180008123793.1	CcGene_28607
evm.model.jcf7180008123793.10	CcGene_28608
evm.model.jcf7180008123793.2	CcGene_28609
evm.model.jcf7180008123793.3	CcGene_28610
evm.model.jcf7180008123793.4	CcGene_28611
evm.model.jcf7180008123793.5	CcGene_28612
evm.model.jcf7180008123793.6	CcGene_28613
evm.model.jcf7180008123793.7	CcGene_28614
evm.model.jcf7180008123793.8	CcGene_28615
evm.model.jcf7180008123793.9	CcGene_28616
evm.model.jcf7180008123797.1	CcGene_28617
evm.model.jcf7180008123797.2	CcGene_28618
evm.model.jcf7180008123799.1	CcGene_28619
evm.model.jcf7180008123801.1	CcGene_28620
evm.model.jcf7180008123815.1	CcGene_28621
evm.model.jcf7180008123821.1	CcGene_28622
evm.model.jcf7180008123825.1	CcGene_28623
evm.model.jcf7180008123828.1	CcGene_28624
evm.model.jcf7180008123828.2	CcGene_28625
evm.model.jcf7180008123844.1	CcGene_28626
evm.model.jcf7180008123844.2	CcGene_28627
evm.model.jcf7180008123847.1	CcGene_28628
evm.model.jcf7180008123848.1	CcGene_28629
evm.model.jcf7180008123849.1	CcGene_28630
evm.model.jcf7180008123849.2	CcGene_28631
evm.model.jcf7180008123852.1	CcGene_28632
evm.model.jcf7180008123853.1	CcGene_28633
evm.model.jcf7180008123853.2	CcGene_28634
evm.model.jcf7180008123853.3	CcGene_28635
evm.model.jcf7180008123875.1	CcGene_28636
evm.model.jcf7180008123878.1	CcGene_28637
evm.model.jcf7180008123890.1	CcGene_28638
evm.model.jcf7180008123893.1	CcGene_28639
evm.model.jcf7180008123895.1	CcGene_28640
evm.model.jcf7180008123895.2	CcGene_28641
evm.model.jcf7180008123896.1	CcGene_28642
evm.model.jcf7180008123911.1	CcGene_28643
evm.model.jcf7180008123911.2	CcGene_28644
evm.model.jcf7180008123914.1	CcGene_28645
evm.model.jcf7180008123914.2	CcGene_28646
evm.model.jcf7180008123916.1	CcGene_28647
evm.model.jcf7180008123916.2	CcGene_28648
evm.model.jcf7180008123933.1	CcGene_28649
evm.model.jcf7180008123941.1	CcGene_28650
evm.model.jcf7180008123944.1	CcGene_28651
evm.model.jcf7180008123944.2	CcGene_28652
evm.model.jcf7180008123944.3	CcGene_28653
evm.model.jcf7180008123949.1	CcGene_28654
evm.model.jcf7180008123949.2	CcGene_28655
evm.model.jcf7180008123949.3	CcGene_28656
evm.model.jcf7180008123951.1	CcGene_28657
evm.model.jcf7180008123954.1	CcGene_28658
evm.model.jcf7180008123957.1	CcGene_28659
evm.model.jcf7180008123957.2	CcGene_28660
evm.model.jcf7180008123957.3	CcGene_28661
evm.model.jcf7180008123981.1	CcGene_28662
evm.model.jcf7180008123996.1	CcGene_28663
evm.model.jcf7180008124005.1	CcGene_28664
evm.model.jcf7180008124005.2	CcGene_28665
evm.model.jcf7180008124014.1	CcGene_28666
evm.model.jcf7180008124020.1	CcGene_28667
evm.model.jcf7180008124020.2	CcGene_28668
evm.model.jcf7180008124020.3	CcGene_28669
evm.model.jcf7180008124020.4	CcGene_28670
evm.model.jcf7180008124020.5	CcGene_28671
evm.model.jcf7180008124023.1	CcGene_28672
evm.model.jcf7180008124023.2	CcGene_28673
evm.model.jcf7180008124023.3	CcGene_28674
evm.model.jcf7180008124023.4	CcGene_28675
